country;Year;GDP.growth..annual...;GDP..current.US..
Turkey;1989;0,2902440687796;107143348667,094
Ukraine;1989;3,8731032107064;82709161099,1244
United Kingdom;1989;2,57760269569438;926884816753,927
Yugoslavia;1989;NA;NA
Albania;1990;-9,57564016948643;2028553750
Andorra;1990;3,78138758962959;1029048481,88051
Armenia;1990;NA;2256838858,42714
Australia;1990;3,57099814702293;310781069642,17
Austria;1990;4,34564139947821;166463386179,354
Azerbaijan;1990;NA;8858006035,91566
Belarus;1990;NA;2,165e+10
Belgium;1990;3,13740231557445;205331747947,851
Bosnia and Herzegovina;1990;NA;NA
Bulgaria;1990;-9,11737709653309;20632090909,0909
Croatia;1990;NA;NA
Cyprus;1990;7,40399950603849;5591130217,66965
Czech Republic;1990;NA;40728950704,6176
Denmark;1990;1,4752442765041;138247285815,855
Estonia;1990;NA;NA
Finland;1990;0,670275844289762;141438345513,917
France;1990;2,92393508123074;1269179616913,63
Georgia;1990;-14,7882259000602;7753501867,76095
Germany;1990;5,25500608278011;1771671206875,68
Greece;1990;0;97891092003,4394
Hungary;1990;NA;NA
Iceland;1990;1,16937034688847;6478459743,53079
Ireland;1990;8,46652874988607;49364680213,6251
Israel;1990;7,31519936805334;59217144628,5091
Italy;1990;1,98577494287171;1181222653522,95
Latvia;1990;NA;NA
Lithuania;1990;NA;NA
Luxembourg;1990;5,31993278705365;13229247947,8513
Macedonia;1990;NA;4699646643,10954
Malta;1990;6,29139095831155;2547163582,33149
Moldova;1990;NA;NA
Monaco;1990;2,64345417269378;2481316053,85316
Montenegro;1990;NA;NA
Morocco;1990;3,4118122263138;30180108561,9305
Netherlands;1990;4,18322298634072;318330511920,61
Norway;1990;1,93241982650521;119791683307,507
Poland;1990;NA;65977749036,9844
Portugal;1990;3,95052276325154;78713860216,5659
Romania;1990;NA;38995454545,4545
Russia;1990;-2,9999956422359;516814274021,956
San Marino;1990;NA;NA
Serbia;1990;NA;NA
Serbia and Montenegro;1990;NA;NA
Slovakia;1990;NA;12747380650,0762
Slovenia;1990;NA;18198199152,5424
Spain;1990;3,78139337826686;536558591250,408
Sweden;1990;0,754674768666845;261846194498,885
Switzerland;1990;3,67462567277848;258066552692,197
Turkey;1990;9,26614667149323;150676291094,21
Ukraine;1990;-6,3452351284913;81456918678,5008
United Kingdom;1990;0,733755502200452;1093169389204,55
Yugoslavia;1990;NA;NA
Albania;1991;-28,002141656046;1099559027,77778
Andorra;1991;2,54600287187591;1106928582,86629
Armenia;1991;-11,6999984830362;2068526521,90299
Australia;1991;-0,397817699614905;325315909269,288
Austria;1991;3,44162777669459;173794177961,108
Azerbaijan;1991;-0,700000182726626;8792365810,5094
Belarus;1991;-1,19999556980412;1,8e+10
Belgium;1991;1,83307427728701;210510999409,333
Bosnia and Herzegovina;1991;NA;NA
Bulgaria;1991;-8,44535517671254;10943548387,0968
Croatia;1991;NA;NA
Cyprus;1991;0,739501202599513;5770197348,48485
Czech Republic;1991;-11,6149423314776;29859921158,8696
Denmark;1991;1,39363399746793;139224688814,195
Estonia;1991;NA;NA
Finland;1991;-5,88632806942667;127773856785,767
France;1991;1,04817584704435;1269276828275,78
Georgia;1991;-21,1000007278933;6357615894,03974
Germany;1991;5,10826152190214;1868945197407,19
Greece;1991;3,10000020465495;105143232379,884
Hungary;1991;NA;34753569692,915
Iceland;1991;-0,223525514689555;6920116566,63214
Ireland;1991;1,92963995759796;49847127646,0895
Israel;1991;7,72611512670143;67793699706,0243
Italy;1991;1,53844755776618;1246220156079,29
Latvia;1991;NA;NA
Lithuania;1991;NA;NA
Luxembourg;1991;8,64418819678005;14321878322,5044
Macedonia;1991;-6,1707676470205;4938775510,20408
Malta;1991;6,25649208213193;2750041434,26295
Moldova;1991;NA;NA
Monaco;1991;1,01512789909873;2480497538,54794
Montenegro;1991;NA;NA
Morocco;1991;7,21608816138237;32285388165,2999
Netherlands;1991;2,43913440834392;327500327675,625
Norway;1991;3,08472139526602;121872464483,487
Poland;1991;-7,01557879623546;85500935934,9901
Portugal;1991;4,36820646267402;89233599278,4792
Romania;1991;-12,9182107304506;28998684210,5263
Russia;1991;-5,04693945126729;517962962962,963
San Marino;1991;NA;NA
Serbia;1991;NA;NA
Serbia and Montenegro;1991;NA;NA
Slovakia;1991;NA;14272201755,4704
Slovenia;1991;-8,90010793013177;13263686956,5217
Spain;1991;2,54600054810226;577166174539,632
Sweden;1991;-1,14597486858065;274229034311,699
Switzerland;1991;-0,915816517441442;261113787308,229
Turkey;1991;0,720279035610048;150027833333,333
Ukraine;1991;-8,4106438886714;77464561149,5103
United Kingdom;1991;-1,1031216255778;1142797178130,51
Yugoslavia;1991;NA;NA
Albania;1992;-7,18711091636951;652174990,837304
Andorra;1992;0,929211956288995;1210013651,87713
Armenia;1992;-41,8000027457562;1272577456,12712
Australia;1992;0,41218470060933;324884257479,043
Austria;1992;2,09352461709183;195078126721,763
Azerbaijan;1992;-22,6000000456313;4991350457,5425
Belarus;1992;-9,60000139597707;17037037037,037
Belgium;1992;1,53065494385902;234781652446,675
Bosnia and Herzegovina;1992;NA;NA
Bulgaria;1992;-7,2723879985458;10350515463,9175
Croatia;1992;NA;NA
Cyprus;1992;9,39999901631703;6912150456,32334
Czech Republic;1992;-0,506542369615516;34805013229,572
Denmark;1992;1,95700671183856;152915654478,885
Estonia;1992;NA;NA
Finland;1992;-3,29466006575714;112532519246,084
France;1992;1,59934267687127;1401465923172,24
Georgia;1992;-44,8999994565328;3690328963,64086
Germany;1992;1,923076559054;2131571696931,75
Greece;1992;0,70000000474235;116224672863,783
Hungary;1992;-3,06418034584902;38730585922,2189
Iceland;1992;-3,37389409090588;7091625415,53786
Ireland;1992;3,34327389439903;55985504488,8115
Israel;1992;7,75926601148029;75870773860,3554
Italy;1992;0,834275453554895;1320161644933,23
Latvia;1992;NA;NA
Lithuania;1992;NA;NA
Luxembourg;1992;1,81965629412947;16065740276,0351
Macedonia;1992;-6,56519867685854;2436849341,97604
Malta;1992;4,69093243062608;3021910216,71827
Moldova;1992;NA;NA
Monaco;1992;1,36664015291778;2737067001,75938
Montenegro;1992;NA;NA
Morocco;1992;-2,09773876147652;33711069430,78
Netherlands;1992;1,70607089720053;362962872180,451
Norway;1992;3,57439553891901;130838040067,584
Poland;1992;2,51497861151925;94337050693,2727
Portugal;1992;1,08947640831229;107592098307,098
Romania;1992;-8,7672284522824;25121666666,6667
Russia;1992;-14,5310737737734;460290556900,726
San Marino;1992;NA;NA
Serbia;1992;NA;NA
Serbia and Montenegro;1992;NA;NA
Slovakia;1992;NA;15495514296,8042
Slovenia;1992;-5,46369777775708;13101055424,5283
Spain;1992;0,929215548666747;630916018202,503
Sweden;1992;-1,15859276007859;284321115594,629
Switzerland;1992;-0,0437330190328282;271814367088,608
Turkey;1992;5,03563493896803;158459130434,783
Ukraine;1992;-9,69899857994184;73942235330,437
United Kingdom;1992;0,401082063847213;1179659529659,53
Yugoslavia;1992;NA;NA
Albania;1993;9,55941169434753;1185315468,46295
Andorra;1993;-1,0314840109577;1007025755,00065
Armenia;1993;-8,7999987932935;1201313201,01272
Australia;1993;4,02990646050326;311549325463,744
Austria;1993;0,526809203706492;190379720809,18
Azerbaijan;1993;-23,0999993095445;3970953395,51544
Belarus;1993;-7,60000184221087;16280991735,5372
Belgium;1993;-0,961873309776593;224721795708,955
Bosnia and Herzegovina;1993;NA;NA
Bulgaria;1993;-1,48021475855352;10829710144,9275
Croatia;1993;NA;NA
Cyprus;1993;0,700000488145378;6590291048,29211
Czech Republic;1993;0,0619042687638398;40866748705,1075
Denmark;1993;0,0106876308268369;143195627014,605
Estonia;1993;NA;4006983328,923
Finland;1993;-0,661998030419085;89214114708,0254
France;1993;-0,628666351905437;1322815612694
Georgia;1993;-29,3000019726578;2701181331,30816
Germany;1993;-0,976849818160517;2071323790370,28
Greece;1993;-1,60000009687886;108809059155,767
Hungary;1993;-0,576108516775179;40124916940,5945
Iceland;1993;1,3134493920417;6227928899,81539
Ireland;1993;2,69260867693511;52480251191,9991
Israel;1993;4,11675635345318;76250990071,0222
Italy;1993;-0,852805763831867;1064958075550,63
Latvia;1993;NA;NA
Lithuania;1993;NA;NA
Luxembourg;1993;4,20064754425511;16486900652,9851
Macedonia;1993;-7,46927131858557;2682456896,55172
Malta;1993;4,48074935883729;2709178326,78271
Moldova;1993;NA;NA
Monaco;1993;-0,913917519098277;2574440022,97964
Montenegro;1993;NA;NA
Morocco;1993;-0,740591692022178;31655473663,8348
Netherlands;1993;1,25755215783573;353550169672,52
Norway;1993;2,84532436675762;120579072750,596
Poland;1993;3,73831030820928;96045645026,178
Portugal;1993;-2,04327653157694;95009751901,2592
Romania;1993;1,52883449664077;26362894736,8421
Russia;1993;-8,66854034149263;435083713850,837
San Marino;1993;NA;NA
Serbia;1993;NA;NA
Serbia and Montenegro;1993;NA;NA
Slovakia;1993;1,90132700913716;16520676973,5301
Slovenia;1993;2,8434193136729;13258920634,9206
Spain;1993;-1,03149186343941;525075636030,854
Sweden;1993;-2,06561636960983;212953336588,123
Switzerland;1993;-0,125983574259308;264353008256,632
Turkey;1993;7,65126520301509;180169736363,636
Ukraine;1993;-14,2261068823113;65648559903,0571
United Kingdom;1993;2,48983097485453;1061388722255,55
Yugoslavia;1993;NA;NA
Albania;1994;8,30286659112861;1880951520,3972
Andorra;1994;2,38318769098808;1017549124,33238
Armenia;1994;5,40000277917656;1315158670,28285
Australia;1994;3,98389015293171;322213766862,677
Austria;1994;2,40211907379886;203535242741,838
Azerbaijan;1994;-19,7000007224173;3313939553,5418
Belarus;1994;-11,7000038975536;14932024169,1843
Belgium;1994;3,22697152488935;244884129491,198
Bosnia and Herzegovina;1994;NA;1255802469,1358
Bulgaria;1994;1,81801119768079;9697416974,16974
Croatia;1994;NA;NA
Cyprus;1994;5,89999870094493;7425703928,57143
Czech Republic;1994;2,90930943320329;47850203856,1751
Denmark;1994;5,33246271155308;156162386724,523
Estonia;1994;-1,6424213048235;4116734613,10113
Finland;1994;3,96305242370121;103299943084,804
France;1994;2,35834218111899;1393982750472,59
Georgia;1994;-10,3999939717277;2513870586,73344
Germany;1994;2,39189207051331;2205074123177,05
Greece;1994;1,99999982223559;116601801966,292
Hungary;1994;2,94715455833949;43166678735,2183
Iceland;1994;3,60885795149595;6399064571,28805
Ireland;1994;5,75582782660278;57166035335,689
Israel;1994;7,42784525298399;86643876656,3714
Italy;1994;2,15102363802566;1099216688280,5
Latvia;1994;NA;NA
Lithuania;1994;NA;NA
Luxembourg;1994;3,82091866137451;18325790933,2047
Macedonia;1994;-1,75816618126913;3556581986,14319
Malta;1994;5,65110473736064;2998570146,54095
Moldova;1994;NA;NA
Monaco;1994;2,21562341135819;2720297793,28662
Montenegro;1994;NA;NA
Morocco;1994;10,5880004006168;35604137422,5796
Netherlands;1994;2,96109256914634;379130260322,073
Norway;1994;5,05542738771337;127131461119,927
Poland;1994;5,29280205842002;110803391516,698
Portugal;1994;0,964837925343673;99688641304,3478
Romania;1994;3,93194272962506;30074440483,3837
Russia;1994;-12,5697559797978;395077301248,464
San Marino;1994;NA;NA
Serbia;1994;NA;NA
Serbia and Montenegro;1994;NA;NA
Slovakia;1994;6,20552967875099;20162936291,375
Slovenia;1994;5,32748574261765;15049620465,1163
Spain;1994;2,38319539651248;530562634455,347
Sweden;1994;3,92997283681697;229033566614,826
Switzerland;1994;1,26975768793037;292646657892,813
Turkey;1994;-4,66814736394838;130690172297,297
Ukraine;1994;-22,9340455357513;52549555149,1978
United Kingdom;1994;3,84600913053607;1140489745944,29
Yugoslavia;1994;NA;NA
Albania;1995;13,3223333200803;2392764853,42107
Andorra;1995;2,75749918732981;1178738991,19295
Armenia;1995;6,89999841973659;1468317350,06841
Australia;1995;3,837755292963;367216364716,365
Austria;1995;2,66798353089548;241038283062,645
Azerbaijan;1995;-11,7999997319416;3052467522,36104
Belarus;1995;-10,4000004914994;13972676840,918
Belgium;1995;2,38475727961249;288025588396,278
Bosnia and Herzegovina;1995;20,7999983991834;1866572953,73665
Bulgaria;1995;2,8550510546256;18983303571,4286
Croatia;1995;NA;22534323220,0266
Cyprus;1995;8,36246930466569;9933133247,08926
Czech Republic;1995;6,50081352909872;60147174076,8651
Denmark;1995;3,0275872672533;185006881515,065
Estonia;1995;4,5266785598991;4497823760,81825
Finland;1995;4,21686746987953;134189814814,815
France;1995;2,10669525325974;1601094756209,75
Georgia;1995;2,59999672433722;2693731865,97036
Germany;1995;1,54414649556445;2585792275146,72
Greece;1995;2,0997198850111;136878365936,167
Hungary;1995;1,48952547509282;46425677734,1435
Iceland;1995;0,116583692968035;7134341221,51683
Ireland;1995;9,63442181333134;69222625000
Israel;1995;10,6888486037478;100384808554,445
Italy;1995;2,88683675924553;1174662070605,02
Latvia;1995;NA;5785775812,89218
Lithuania;1995;NA;7867140395,33705
Luxembourg;1995;1,43220058790506;21588170498,0843
Macedonia;1995;-1,11472769414412;4680078740,15748
Malta;1995;6,34249318337498;3720400496,11451
Moldova;1995;NA;1752979926,41489
Monaco;1995;2,11715231125696;3130270895,13587
Montenegro;1995;NA;NA
Morocco;1995;-5,40544786715996;39030285468,3841
Netherlands;1995;3,11603598565915;452301674444,139
Norway;1995;4,15549133419204;152029612324,788
Poland;1995;7,10286553810295;142292783505,155
Portugal;1995;4,28278045950353;118122007430,012
Romania;1995;6,23351148371351;37435317265,1254
Russia;1995;-4,14352840564905;395537185734,854
San Marino;1995;NA;NA
Serbia;1995;NA;16832598870,0565
Serbia and Montenegro;1995;NA;NA
Slovakia;1995;5,84349598957452;25840146405,2288
Slovenia;1995;4,10715835567802;21352224019,4096
Spain;1995;2,75749399442464;614609020549,773
Sweden;1995;3,93519292606446;267305875261,099
Switzerland;1995;0,480866508886393;342617007188,161
Turkey;1995;7,87826687618991;169485941048,035
Ukraine;1995;-12,2000000224324;48213868178,0873
United Kingdom;1995;2,53167003665999;1341584345905
Yugoslavia;1995;NA;NA
Albania;1996;9,09999944360231;3199642579,96974
Andorra;1996;4,64974014875021;1223945356,62682
Armenia;1996;5,86540074943565;1596968913,27897
Australia;1996;3,87858529337824;400302731411,229
Austria;1996;2,34953385169727;237250948791,266
Azerbaijan;1996;1,29999946501567;3176703092,30412
Belarus;1996;2,80000465053934;14756846153,8462
Belgium;1996;1,32145093041325;279201433224,756
Bosnia and Herzegovina;1996;88,9576668151009;2786045321,63743
Bulgaria;1996;5,13891551042298;12294221472,7375
Croatia;1996;5,90533971044781;23846442648,9653
Cyprus;1996;1,24858157644654;10011918444,1656
Czech Republic;1996;4,26541664546846;67387788632,9812
Denmark;1996;2,90009976874006;187632346387,984
Estonia;1996;4,93597295875719;4780170373,2605
Finland;1996;3,66717982978477;132129174216,93
France;1996;1,41299367250002;1605675086549,56
Georgia;1996;11,2000020075437;3094935186,76896
Germany;1996;0,80582289149001;2497244606186,64
Greece;1996;2,86212937469028;145861612400,906
Hungary;1996;0,0824118000692522;46658755151,6017
Iceland;1996;4,5731637764368;7438183248,1203
Ireland;1996;7,41422951086483;75880630040,3226
Israel;1996;5,03281706744612;109995847354,075
Italy;1996;1,26678480191715;1312426527795,21
Latvia;1996;2,56942619726121;5969114344,05309
Lithuania;1996;5,15846431747072;8382519637,46224
Luxembourg;1996;1,38843119041294;21776609771,987
Macedonia;1996;1,18510388873231;4651453634,08521
Malta;1996;3,77733576158326;3822882839,29297
Moldova;1996;-5,87706020516869;1695122173,91304
Monaco;1996;1,11073000156865;3137848801,03606
Montenegro;1996;NA;NA
Morocco;1996;12,3728762760077;43161452678,4383
Netherlands;1996;3,49874212057929;450490196078,431
Norway;1996;5,02794717187143;163520109150,671
Poland;1996;6,11538070947437;160193242090,427
Portugal;1996;3,50424706916527;122630089680,27
Romania;1996;3,90770208816159;36937074278,3004
Russia;1996;-3,75506943900625;391724890744,498
San Marino;1996;NA;NA
Serbia;1996;6,26408264292986;21818007448,7896
Serbia and Montenegro;1996;NA;NA
Slovakia;1996;6,61989535710377;27925036755,3866
Slovenia;1996;3,20300580852732;21507232648,7252
Spain;1996;2,66052445272342;642588992512,807
Sweden;1996;1,57945640649923;291743811512,079
Switzerland;1996;0,540027567700633;330091688511,327
Turkey;1996;7,37966447375686;181475555282,555
Ukraine;1996;-9,99999997528151;44558077827,135
United Kingdom;1996;2,49153317975488;1415358814352,57
Yugoslavia;1996;NA;NA
Albania;1997;-10,9199840851035;2258515610,08862
Andorra;1997;9,06767219910549;1180597272,72727
Armenia;1997;3,32107970046953;1639492424,36472
Australia;1997;3,96653766174953;434568007512,913
Austria;1997;2,09359938952392;212790348404,555
Azerbaijan;1997;5,80000001232963;3962735257,21455
Belarus;1997;11,4000054053548;14128408565,7064
Belgium;1997;3,79365762950188;252708051420,839
Bosnia and Herzegovina;1997;34,3895738165259;3671816504,23851
Bulgaria;1997;-14,1928148094582;11315986087,1633
Croatia;1997;6,20334158309859;23869243597,654
Cyprus;1997;2,64089463952175;9547818700,11403
Czech Republic;1997;-0,518331043362068;62180159376,1239
Denmark;1997;3,26089015774798;173537647058,824
Estonia;1997;13,0465340363945;5147710775,4734
Finland;1997;6,33379565418399;126912152101,707
France;1997;2,33629652937944;1452884917959,09
Georgia;1997;10,5190412217837;3510520231,21387
Germany;1997;1,79216082094591;2211989623279,95
Greece;1997;4,48419894307625;143157600149,757
Hungary;1997;3,14312906155838;47296952928,7561
Iceland;1997;5,76047517520458;7580988980,92217
Ireland;1997;10,9037303710277;82826141356,256
Israel;1997;3,92967264369386;114692616976,866
Italy;1997;1,83021223388438;1241879604365,62
Latvia;1997;8,86359689887645;6521609000,72587
Lithuania;1997;8,31092156187248;10118631851,5322
Luxembourg;1997;5,70971540805283;19731912494,3617
Macedonia;1997;1,43998133659125;3928975903,61446
Malta;1997;5,2569801449754;3793418472,20321
Moldova;1997;1,64706450310676;1930081168,83117
Monaco;1997;2,2372487537137;2840182220,99117
Montenegro;1997;NA;NA
Morocco;1997;-1,56070235606454;39147844526,0838
Netherlands;1997;4,3290534045255;416812740004,518
Norway;1997;5,28459298480296;161356631888,484
Poland;1997;6,4490598348722;159357789772,207
Portugal;1997;4,40086775381248;117016535162,95
Romania;1997;-4,8490627379703;35574916294,6429
Russia;1997;1,39991580461016;404928954191,876
San Marino;1997;NA;NA
Serbia;1997;7,2073798394178;25676487999,5941
Serbia and Montenegro;1997;NA;NA
Slovakia;1997;5,92583855727595;27706028095,6157
Slovenia;1997;5,04979345664498;20763101740,6963
Spain;1997;3,70258028536841;590077272727,273
Sweden;1997;3,07052659296374;268146144677,73
Switzerland;1997;2,34014983408737;286519135258,044
Turkey;1997;7,57766364407608;189834649111,257
Ukraine;1997;-3,00000002693905;50150399791,647
United Kingdom;1997;3,85482999120725;1559078258022,27
Yugoslavia;1997;NA;NA
Albania;1998;8,83008770869769;2545967253,2416
Andorra;1998;3,19479029605816;1211932397,81713
Armenia;1998;7,29999998770998;1893726437,26462
Australia;1998;4,57668875918884;398899138574,239
Austria;1998;3,58142581460447;218259904401,956
Azerbaijan;1998;10,0000011653707;4446370371,15023
Belarus;1998;8,39999142031991;15222012660,4232
Belgium;1998;1,96180827198427;258528339631,029
Bosnia and Herzegovina;1998;15,5999968203633;4116699437,4041
Bulgaria;1998;4,28528182196033;15030695296,5235
Croatia;1998;2,2907627879565;25562674678,2302
Cyprus;1998;6,11084674642566;10248617647,0588
Czech Republic;1998;-0,356566596194511;66807429711,411
Denmark;1998;2,21815874223761;176991934992,837
Estonia;1998;4,33030087819655;5665917232,17266
Finland;1998;5,45718050065875;134038718291,055
France;1998;3,58865942535427;1503108739159,44
Georgia;1998;3,10490271777833;3613498174,54701
Germany;1998;2,01393278519326;2238990774702,68
Greece;1998;3,89490483653334;144428172489,335
Hungary;1998;3,89999839455832;48706787306,2574
Iceland;1998;7,09556058268461;8494094897,98938
Ireland;1998;8,69134293123761;90082052259,7286
Israel;1998;3,91689352399681;115932846767,19
Italy;1998;1,81061516197623;1270052525928,4
Latvia;1998;6,34079318561842;7159169546,05028
Lithuania;1998;7,47575872433057;11239547690,9797
Luxembourg;1998;6,04465261548125;20209122027,1171
Macedonia;1998;3,37873564718296;3756208791,20879
Malta;1998;5,12560123053581;4010571271,3657
Moldova;1998;-6,54219202309288;1698717504,65549
Monaco;1998;3,50326658904474;2934578821,10938
Montenegro;1998;4,90000671330235;NA
